,weights
3503,9.587887343063674e-05
756,9.587887343063674e-05
4463,9.587887343063674e-05
3868,9.587887343063674e-05
7398,9.587887343063674e-05
2965,9.587887343063674e-05
2559,9.587887343063674e-05
1159,9.587887343063674e-05
530,9.587887343063674e-05
324,9.587887343063674e-05
1793,9.587887343063674e-05
1999,9.587887343063674e-05
479,9.587887343063674e-05
6162,9.587887343063674e-05
6149,9.587887343063674e-05
6941,9.587887343063674e-05
3942,9.587887343063674e-05
5580,9.587887343063674e-05
7146,9.587887343063674e-05
2760,9.587887343063674e-05
620,9.587887343063674e-05
5012,9.587887343063674e-05
6587,9.587887343063674e-05
6641,9.587887343063674e-05
2378,9.587887343063674e-05
1444,9.587887343063674e-05
3784,9.587887343063674e-05
486,9.587887343063674e-05
5301,9.587887343063674e-05
535,9.587887343063674e-05
1521,9.587887343063674e-05
3181,9.587887343063674e-05
6392,9.587887343063674e-05
977,9.587887343063674e-05
1013,9.587887343063674e-05
3525,9.587887343063674e-05
844,9.587887343063674e-05
4460,9.587887343063674e-05
4678,9.587887343063674e-05
3101,9.587887343063674e-05
6349,9.587887343063674e-05
6391,9.587887343063674e-05
1054,9.587887343063674e-05
2504,9.587887343063674e-05
2562,9.587887343063674e-05
1323,9.587887343063674e-05
6983,9.587887343063674e-05
6959,9.587887343063674e-05
2119,9.587887343063674e-05
3911,9.587887343063674e-05
7120,9.587887343063674e-05
1872,9.587887343063674e-05
6244,9.587887343063674e-05
4295,9.587887343063674e-05
6397,9.587887343063674e-05
103,9.587887343063674e-05
344,9.587887343063674e-05
6923,9.587887343063674e-05
6961,9.587887343063674e-05
6698,9.587887343063674e-05
337,9.587887343063674e-05
1338,9.587887343063674e-05
1725,9.587887343063674e-05
5481,9.587887343063674e-05
5608,9.587887343063674e-05
6759,9.587887343063674e-05
3387,9.587887343063674e-05
6384,9.587887343063674e-05
5896,9.587887343063674e-05
7023,9.587887343063674e-05
2253,9.587887343063674e-05
1104,9.587887343063674e-05
6536,9.587887343063674e-05
2394,9.587887343063674e-05
4167,9.587887343063674e-05
7422,9.587887343063674e-05
548,9.587887343063674e-05
7170,9.587887343063674e-05
6935,9.587887343063674e-05
6379,9.587887343063674e-05
7329,9.587887343063674e-05
5698,9.587887343063674e-05
1229,9.587887343063674e-05
1759,9.587887343063674e-05
4831,9.587887343063674e-05
832,9.587887343063674e-05
7748,9.587887343063674e-05
2785,9.587887343063674e-05
3601,9.587887343063674e-05
3825,9.587887343063674e-05
2239,9.587887343063674e-05
15,9.587887343063674e-05
5050,9.587887343063674e-05
2189,9.587887343063674e-05
2235,9.587887343063674e-05
6153,9.587887343063674e-05
1019,9.587887343063674e-05
2262,9.587887343063674e-05
5441,9.587887343063674e-05
6047,9.587887343063674e-05
213,9.587887343063674e-05
4358,9.587887343063674e-05
663,9.587887343063674e-05
5205,9.587887343063674e-05
451,9.587887343063674e-05
6908,9.587887343063674e-05
7363,9.587887343063674e-05
4712,9.587887343063674e-05
3973,9.587887343063674e-05
4422,9.587887343063674e-05
2639,9.587887343063674e-05
1080,9.587887343063674e-05
2887,9.587887343063674e-05
3005,9.587887343063674e-05
2733,9.587887343063674e-05
321,9.587887343063674e-05
1819,9.587887343063674e-05
2054,9.587887343063674e-05
5522,9.587887343063674e-05
7017,9.587887343063674e-05
3710,9.587887343063674e-05
2553,9.587887343063674e-05
2947,9.587887343063674e-05
6674,9.587887343063674e-05
6734,9.587887343063674e-05
5229,9.587887343063674e-05
5741,9.587887343063674e-05
3094,9.587887343063674e-05
3774,9.587887343063674e-05
2294,9.587887343063674e-05
313,9.587887343063674e-05
1250,9.587887343063674e-05
5963,9.587887343063674e-05
2148,9.587887343063674e-05
336,9.587887343063674e-05
3835,9.587887343063674e-05
2774,9.587887343063674e-05
3810,9.587887343063674e-05
4672,9.587887343063674e-05
7490,9.587887343063674e-05
7644,9.587887343063674e-05
4627,9.587887343063674e-05
6511,9.587887343063674e-05
1401,9.587887343063674e-05
759,9.587887343063674e-05
6170,9.587887343063674e-05
3285,9.587887343063674e-05
5248,9.587887343063674e-05
3611,9.587887343063674e-05
7625,9.587887343063674e-05
1864,9.587887343063674e-05
7696,9.587887343063674e-05
1525,9.587887343063674e-05
941,9.587887343063674e-05
654,9.587887343063674e-05
3061,9.587887343063674e-05
1174,9.587887343063674e-05
2720,9.587887343063674e-05
4548,9.587887343063674e-05
2238,9.587887343063674e-05
4153,9.587887343063674e-05
3016,9.587887343063674e-05
1491,9.587887343063674e-05
4439,9.587887343063674e-05
2464,9.587887343063674e-05
5338,9.587887343063674e-05
593,9.587887343063674e-05
6861,9.587887343063674e-05
2462,9.587887343063674e-05
3541,9.587887343063674e-05
981,9.587887343063674e-05
5165,9.587887343063674e-05
5560,9.587887343063674e-05
985,9.587887343063674e-05
540,9.587887343063674e-05
1020,9.587887343063674e-05
7424,9.587887343063674e-05
627,9.587887343063674e-05
3952,9.587887343063674e-05
6236,9.587887343063674e-05
51,9.587887343063674e-05
955,9.587887343063674e-05
1993,9.587887343063674e-05
5449,9.587887343063674e-05
6607,9.587887343063674e-05
724,9.587887343063674e-05
999,9.587887343063674e-05
6817,9.587887343063674e-05
4701,9.587887343063674e-05
6093,9.587887343063674e-05
3068,9.587887343063674e-05
3122,9.587887343063674e-05
6358,9.587887343063674e-05
1772,9.587887343063674e-05
7256,9.587887343063674e-05
3733,9.587887343063674e-05
824,9.587887343063674e-05
4846,9.587887343063674e-05
3721,9.587887343063674e-05
2641,9.587887343063674e-05
5820,9.587887343063674e-05
1045,9.587887343063674e-05
6863,9.587887343063674e-05
2387,9.587887343063674e-05
5047,9.587887343063674e-05
166,9.587887343063674e-05
4317,9.587887343063674e-05
2471,9.587887343063674e-05
6525,9.587887343063674e-05
5990,9.587887343063674e-05
5135,9.587887343063674e-05
2492,9.587887343063674e-05
801,9.587887343063674e-05
6000,9.587887343063674e-05
4077,9.587887343063674e-05
5626,9.587887343063674e-05
6201,9.587887343063674e-05
1737,9.587887343063674e-05
4570,9.587887343063674e-05
2408,9.587887343063674e-05
3923,9.587887343063674e-05
4461,9.587887343063674e-05
2755,9.587887343063674e-05
4469,9.587887343063674e-05
6320,9.587887343063674e-05
1618,9.587887343063674e-05
1132,9.587887343063674e-05
4765,9.587887343063674e-05
4542,9.587887343063674e-05
5929,9.587887343063674e-05
2402,9.587887343063674e-05
3719,9.587887343063674e-05
4618,9.587887343063674e-05
4862,9.587887343063674e-05
915,9.587887343063674e-05
1309,9.587887343063674e-05
3290,9.587887343063674e-05
6490,9.587887343063674e-05
3014,9.587887343063674e-05
3622,9.587887343063674e-05
5464,9.587887343063674e-05
1814,9.587887343063674e-05
3029,9.587887343063674e-05
7345,9.587887343063674e-05
2,9.587887343063674e-05
4044,9.587887343063674e-05
3367,9.587887343063674e-05
7552,9.587887343063674e-05
3108,9.587887343063674e-05
1386,9.587887343063674e-05
3560,9.587887343063674e-05
6141,9.587887343063674e-05
1591,9.587887343063674e-05
2638,9.587887343063674e-05
3571,9.587887343063674e-05
4042,9.587887343063674e-05
4939,9.587887343063674e-05
2640,9.587887343063674e-05
6786,9.587887343063674e-05
4573,9.587887343063674e-05
4848,9.587887343063674e-05
5516,9.587887343063674e-05
7034,9.587887343063674e-05
2526,9.587887343063674e-05
7418,9.587887343063674e-05
4147,9.587887343063674e-05
2624,9.587887343063674e-05
7244,9.587887343063674e-05
4934,9.587887343063674e-05
688,9.587887343063674e-05
5977,9.587887343063674e-05
307,9.587887343063674e-05
5108,9.587887343063674e-05
4090,9.587887343063674e-05
6707,9.587887343063674e-05
6081,9.587887343063674e-05
7658,9.587887343063674e-05
7178,9.587887343063674e-05
1671,9.587887343063674e-05
5502,9.587887343063674e-05
499,9.587887343063674e-05
3574,9.587887343063674e-05
3194,9.587887343063674e-05
5827,9.587887343063674e-05
740,9.587887343063674e-05
5568,9.587887343063674e-05
3349,9.587887343063674e-05
3689,9.587887343063674e-05
924,9.587887343063674e-05
1188,9.587887343063674e-05
1623,9.587887343063674e-05
6842,9.587887343063674e-05
5878,9.587887343063674e-05
1342,9.587887343063674e-05
505,9.587887343063674e-05
5994,9.587887343063674e-05
1832,9.587887343063674e-05
6922,9.587887343063674e-05
4731,9.587887343063674e-05
996,9.587887343063674e-05
2804,9.587887343063674e-05
6521,9.587887343063674e-05
7150,9.587887343063674e-05
4084,9.587887343063674e-05
7,9.587887343063674e-05
2523,9.587887343063674e-05
5435,9.587887343063674e-05
4865,9.587887343063674e-05
3852,9.587887343063674e-05
2697,9.587887343063674e-05
3137,9.587887343063674e-05
6414,0.00010459513465160372
5429,0.00010459513465160372
4582,0.00010459513465160372
450,0.00010459513465160372
5710,0.00010459513465160372
4140,0.00010459513465160372
2980,0.00010459513465160372
7685,0.00010459513465160372
6578,0.00010459513465160372
3282,0.00010459513465160372
5612,0.00010459513465160372
5234,0.00010459513465160372
5120,0.00010459513465160372
6377,0.00010459513465160372
6778,0.00010459513465160372
1970,0.00010459513465160372
3210,0.00010459513465160372
7246,0.00010459513465160372
1509,0.00010459513465160372
6621,0.00010459513465160372
6594,0.00010459513465160372
5817,0.00010459513465160372
1090,0.00010459513465160372
3904,0.00010459513465160372
1900,0.00010459513465160372
1790,0.00010459513465160372
2127,0.00010459513465160372
1612,0.00010459513465160372
5487,0.00010459513465160372
2826,0.00010459513465160372
3657,0.00010459513465160372
3755,0.00010459513465160372
2743,0.00010459513465160372
283,0.00010459513465160372
4175,0.00010459513465160372
690,0.00010459513465160372
1533,0.00010459513465160372
2457,0.00010459513465160372
6701,0.00010459513465160372
4535,0.00010459513465160372
6513,0.00010459513465160372
5172,0.00010459513465160372
3281,0.00010459513465160372
7395,0.00010459513465160372
4905,0.00010459513465160372
7517,0.00010459513465160372
4737,0.00010459513465160372
2106,0.00010459513465160372
5926,0.00010459513465160372
5888,0.00010459513465160372
3954,0.00010459513465160372
606,0.00010459513465160372
2544,0.00010459513465160372
976,0.00010459513465160372
3591,0.00010459513465160372
7509,0.00010459513465160372
1955,0.00010459513465160372
948,0.00010459513465160372
4101,0.00010459513465160372
104,0.00010459513465160372
6075,0.00010459513465160372
7291,0.00010459513465160372
3752,0.00010459513465160372
1077,0.00010459513465160372
2068,0.00010459513465160372
3662,0.00010459513465160372
1822,0.00010459513465160372
6834,0.00010459513465160372
3768,0.00010459513465160372
6470,0.00010459513465160372
5102,0.00010459513465160372
3041,0.00010459513465160372
5702,0.00010459513465160372
3086,0.00010459513465160372
3706,0.00010459513465160372
7155,0.00010459513465160372
4693,0.00010459513465160372
5797,0.00010459513465160372
3418,0.00010459513465160372
5737,0.00010459513465160372
1656,0.00010459513465160372
7593,0.00010459513465160372
5525,0.00010459513465160372
4886,0.00010459513465160372
6785,0.00010459513465160372
5772,0.00010459513465160372
2361,0.00010459513465160372
7223,0.00010459513465160372
87,0.00010459513465160372
7620,0.00010459513465160372
4128,0.00010459513465160372
6642,0.00010459513465160372
256,0.00010459513465160372
4815,0.00010459513465160372
687,0.00010459513465160372
6769,0.00010459513465160372
2856,0.00010459513465160372
3056,0.00010459513465160372
7726,0.00010459513465160372
3684,0.00010459513465160372
5081,0.00010459513465160372
5117,0.00010459513465160372
7360,0.00010459513465160372
6131,0.00010459513465160372
7287,0.00010459513465160372
40,0.00010459513465160372
649,0.00010459513465160372
7086,0.00010459513465160372
3484,0.00010459513465160372
1166,0.00010459513465160372
1402,0.00010459513465160372
4339,0.00010459513465160372
2291,0.00010459513465160372
275,0.00010459513465160372
511,0.00010459513465160372
2809,0.00010459513465160372
57,0.00010459513465160372
4334,0.00010459513465160372
3582,0.00010459513465160372
4785,0.00010459513465160372
4614,0.00010459513465160372
331,0.00010459513465160372
6074,0.00010459513465160372
1300,0.00010459513465160372
4432,0.00010459513465160372
7320,0.00010459513465160372
7206,0.00010459513465160372
5324,0.00010459513465160372
966,0.00010459513465160372
6308,0.00010459513465160372
223,0.00010459513465160372
7093,0.00010459513465160372
4673,0.00010459513465160372
7137,0.00010459513465160372
7278,0.00010459513465160372
3203,0.00010459513465160372
98,0.00010459513465160372
73,0.00010459513465160372
3627,0.00010459513465160372
7551,0.00010459513465160372
769,0.00010459513465160372
7362,0.00010459513465160372
3018,0.00010459513465160372
5575,0.00010459513465160372
6408,0.00010459513465160372
2083,0.00010459513465160372
3437,0.0001150546481167641
4010,0.0001150546481167641
6897,0.0001150546481167641
4097,0.0001150546481167641
5444,0.0001150546481167641
3138,0.0001150546481167641
5726,0.0001150546481167641
7199,0.0001150546481167641
1183,0.0001150546481167641
423,0.0001150546481167641
5662,0.0001150546481167641
4273,0.0001150546481167641
6292,0.0001150546481167641
1289,0.0001150546481167641
7759,0.0001150546481167641
828,0.0001150546481167641
4467,0.0001150546481167641
5256,0.0001150546481167641
7520,0.0001150546481167641
5008,0.0001150546481167641
7381,0.0001150546481167641
1037,0.0001150546481167641
2677,0.0001150546481167641
4625,0.0001150546481167641
7445,0.0001150546481167641
4062,0.0001150546481167641
1703,0.0001150546481167641
632,0.0001150546481167641
1152,0.0001150546481167641
4379,0.0001150546481167641
3590,0.0001150546481167641
5717,0.0001150546481167641
5255,0.0001150546481167641
1766,0.0001150546481167641
6900,0.0001150546481167641
5597,0.0001150546481167641
4811,0.0001150546481167641
3594,0.0001150546481167641
1421,0.0001150546481167641
6925,0.0001150546481167641
5748,0.0001150546481167641
5208,0.0001150546481167641
806,0.0001150546481167641
3671,0.0001150546481167641
5651,0.0001150546481167641
7227,0.0001150546481167641
849,0.0001150546481167641
121,0.0001150546481167641
7143,0.0001150546481167641
4329,0.0001150546481167641
5725,0.0001150546481167641
5334,0.0001150546481167641
5822,0.0001150546481167641
6623,0.0001150546481167641
4637,0.0001150546481167641
1639,0.0001150546481167641
3805,0.0001150546481167641
4503,0.0001150546481167641
7637,0.0001150546481167641
4675,0.0001150546481167641
363,0.0001150546481167641
5317,0.0001150546481167641
912,0.0001150546481167641
7080,0.0001150546481167641
1311,0.0001150546481167641
1517,0.0001150546481167641
6612,0.0001150546481167641
5679,0.0001150546481167641
3078,0.0001150546481167641
1261,0.0001150546481167641
41,0.0001150546481167641
4607,0.0001150546481167641
3180,0.0001150546481167641
6921,0.0001150546481167641
5089,0.0001150546481167641
26,0.0001150546481167641
3432,0.0001150546481167641
3870,0.0001150546481167641
1170,0.0001150546481167641
5169,0.0001150546481167641
2879,0.0001150546481167641
2858,0.0001150546481167641
106,0.0001150546481167641
1798,0.0001150546481167641
4251,0.00012783849790751564
752,0.00012783849790751564
4487,0.00012783849790751564
1149,0.00012783849790751564
4793,0.00012783849790751564
4632,0.00012783849790751564
6463,0.00012783849790751564
5003,0.00012783849790751564
5340,0.00012783849790751564
6461,0.00012783849790751564
5036,0.00012783849790751564
1841,0.00012783849790751564
6831,0.00012783849790751564
4581,0.00012783849790751564
6154,0.00012783849790751564
6977,0.00012783849790751564
7358,0.00012783849790751564
3872,0.00012783849790751564
1411,0.00012783849790751564
5373,0.00012783849790751564
1179,0.00012783849790751564
6488,0.00012783849790751564
4902,0.00012783849790751564
4948,0.00012783849790751564
4938,0.00012783849790751564
7029,0.00012783849790751564
6207,0.00012783849790751564
7334,0.00012783849790751564
3217,0.00012783849790751564
4241,0.00012783849790751564
3341,0.00012783849790751564
3605,0.00012783849790751564
1404,0.00012783849790751564
2582,0.00012783849790751564
5045,0.00012783849790751564
5644,0.00012783849790751564
440,0.00012783849790751564
3393,0.00012783849790751564
7595,0.00012783849790751564
2085,0.00012783849790751564
2333,0.00012783849790751564
4889,0.0001438183101459551
4257,0.0001438183101459551
6644,0.0001438183101459551
3505,0.0001438183101459551
6300,0.0001438183101459551
7151,0.0001438183101459551
2952,0.0001438183101459551
456,0.0001438183101459551
7753,0.0001438183101459551
312,0.0001438183101459551
2477,0.0001438183101459551
5885,0.0001438183101459551
3802,0.0001438183101459551
1713,0.0001438183101459551
4996,0.0001438183101459551
7576,0.0001438183101459551
1587,0.0001438183101459551
7100,0.0001438183101459551
933,0.0001438183101459551
6333,0.0001438183101459551
6988,0.0001438183101459551
6266,0.0001438183101459551
5874,0.0001438183101459551
3384,0.0001438183101459551
3961,0.0001438183101459551
1681,0.0001438183101459551
4759,0.0001438183101459551
6860,0.0001438183101459551
1358,0.0001438183101459551
7623,0.0001438183101459551
1871,0.0001438183101459551
2770,0.0001438183101459551
2198,0.0001438183101459551
6653,0.0001438183101459551
4113,0.0001438183101459551
1874,0.0001438183101459551
7159,0.0001438183101459551
2168,0.0001438183101459551
5410,0.0001438183101459551
680,0.0001438183101459551
3481,0.0001438183101459551
3613,0.0001438183101459551
6067,0.0001438183101459551
145,0.0001438183101459551
5694,0.0001438183101459551
4199,0.0001438183101459551
7036,0.0001438183101459551
4361,0.0001438183101459551
2635,0.0001438183101459551
4671,0.0001438183101459551
4529,0.0001438183101459551
5504,0.0001438183101459551
5466,0.0001438183101459551
5468,0.0001438183101459551
5254,0.0001438183101459551
7235,0.0001438183101459551
1408,0.0001438183101459551
6970,0.0001438183101459551
453,0.0001438183101459551
3032,0.0001438183101459551
1865,0.0001438183101459551
54,0.0001438183101459551
4308,0.0001438183101459551
5683,0.0001438183101459551
1492,0.0001438183101459551
3218,0.0001438183101459551
4600,0.0001438183101459551
29,0.0001438183101459551
6489,0.0001438183101459551
1971,0.0001438183101459551
6616,0.0001438183101459551
4630,0.0001438183101459551
1256,0.0001438183101459551
5634,0.0001438183101459551
502,0.0001438183101459551
31,0.0001438183101459551
803,0.0001438183101459551
1918,0.0001438183101459551
7285,0.0001438183101459551
6330,0.0001438183101459551
1348,0.0001438183101459551
5311,0.0001438183101459551
5720,0.0001438183101459551
1429,0.0001438183101459551
4472,0.0001438183101459551
4771,0.0001438183101459551
4267,0.0001438183101459551
4136,0.0001438183101459551
7651,0.0001438183101459551
6449,0.0001438183101459551
5573,0.0001438183101459551
7583,0.0001438183101459551
1181,0.0001438183101459551
4493,0.0001438183101459551
3007,0.0001438183101459551
6980,0.0001438183101459551
5853,0.0001438183101459551
3913,0.0001438183101459551
1099,0.0001438183101459551
2679,0.0001438183101459551
7163,0.0001438183101459551
1363,0.0001438183101459551
405,0.0001438183101459551
812,0.0001438183101459551
2893,0.0001438183101459551
465,0.0001438183101459551
1751,0.0001438183101459551
4843,0.0001438183101459551
4783,0.0001438183101459551
7161,0.0001438183101459551
5044,0.0001438183101459551
5989,0.0001438183101459551
1544,0.0001438183101459551
5295,0.0001438183101459551
2230,0.0001438183101459551
3896,0.0001438183101459551
643,0.0001438183101459551
725,0.0001438183101459551
5567,0.0001438183101459551
1283,0.0001438183101459551
249,0.0001438183101459551
3958,0.0001438183101459551
1807,0.0001438183101459551
6894,0.0001438183101459551
5437,0.0001438183101459551
4781,0.0001438183101459551
7197,0.0001438183101459551
7767,0.0001438183101459551
4064,0.0001438183101459551
1435,0.0001438183101459551
623,0.0001438183101459551
7003,0.0001438183101459551
3182,0.0001438183101459551
3682,0.0001438183101459551
6896,0.0001438183101459551
605,0.0001438183101459551
4572,0.0001438183101459551
5944,0.0001438183101459551
645,0.0001438183101459551
5829,0.0001438183101459551
2234,0.0001438183101459551
2033,0.0001438183101459551
6827,0.0001438183101459551
88,0.0001438183101459551
5462,0.0001438183101459551
893,0.0001438183101459551
1651,0.0001438183101459551
6905,0.0001438183101459551
5283,0.0001438183101459551
1235,0.0001438183101459551
5505,0.0001438183101459551
6028,0.0001438183101459551
5153,0.0001438183101459551
4482,0.0001438183101459551
6974,0.0001438183101459551
2636,0.0001438183101459551
5654,0.0001438183101459551
1497,0.0001438183101459551
346,0.0001438183101459551
7110,0.0001438183101459551
5499,0.0001438183101459551
2286,0.0001438183101459551
5125,0.0001438183101459551
6690,0.0001438183101459551
4368,0.0001438183101459551
2434,0.0001438183101459551
546,0.0001438183101459551
5284,0.0001438183101459551
2381,0.0001438183101459551
4955,0.0001438183101459551
5501,0.0001438183101459551
805,0.0001438183101459551
1891,0.0001438183101459551
2315,0.0001438183101459551
4752,0.0001438183101459551
2039,0.0001438183101459551
1221,0.0001438183101459551
6851,0.0001438183101459551
6055,0.0001438183101459551
7338,0.0001438183101459551
5658,0.0001438183101459551
2304,0.0001438183101459551
7319,0.0001438183101459551
2307,0.0001438183101459551
6995,0.0001438183101459551
6496,0.0001438183101459551
3365,0.0001438183101459551
188,0.0001438183101459551
1818,0.0001438183101459551
3462,0.0001438183101459551
1156,0.0001438183101459551
7495,0.0001438183101459551
3385,0.0001438183101459551
5270,0.0001438183101459551
2610,0.0001438183101459551
4566,0.0001438183101459551
6040,0.0001438183101459551
4674,0.0001438183101459551
5544,0.0001438183101459551
4915,0.0001438183101459551
28,0.0001438183101459551
6160,0.0001438183101459551
1076,0.0001438183101459551
641,0.0001438183101459551
393,0.0001438183101459551
352,0.0001438183101459551
6965,0.0001438183101459551
165,0.0001438183101459551
5133,0.0001438183101459551
6821,0.0001438183101459551
99,0.0001438183101459551
5315,0.0001438183101459551
3516,0.0001438183101459551
1922,0.0001438183101459551
4522,0.0001438183101459551
5767,0.0001438183101459551
5358,0.0001438183101459551
2338,0.0001438183101459551
3498,0.0001438183101459551
3663,0.0001438183101459551
1770,0.0001438183101459551
6966,0.0001438183101459551
4546,0.0001438183101459551
1482,0.0001438183101459551
513,0.0001438183101459551
5755,0.0001438183101459551
5669,0.0001438183101459551
2671,0.0001438183101459551
258,0.0001438183101459551
6070,0.0001438183101459551
6928,0.0001438183101459551
7208,0.0001438183101459551
7293,0.0001438183101459551
3900,0.0001438183101459551
2439,0.0001438183101459551
5623,0.0001438183101459551
6331,0.0001438183101459551
6869,0.0001438183101459551
4691,0.0001438183101459551
2712,0.0001438183101459551
5749,0.0001438183101459551
398,0.0001438183101459551
516,0.0001438183101459551
1824,0.0001438183101459551
1313,0.0001438183101459551
7624,0.0001438183101459551
894,0.0001438183101459551
971,0.0001438183101459551
1757,0.0001438183101459551
2902,0.0001438183101459551
1432,0.0001438183101459551
982,0.0001438183101459551
3026,0.0001438183101459551
3395,0.0001438183101459551
6278,0.0001438183101459551
4598,0.0001438183101459551
2714,0.0001438183101459551
3839,0.0001438183101459551
6747,0.0001438183101459551
6677,0.0001438183101459551
2961,0.0001438183101459551
1823,0.0001438183101459551
4119,0.0001438183101459551
5784,0.0001438183101459551
3859,0.0001438183101459551
5916,0.0001438183101459551
413,0.0001438183101459551
2885,0.0001438183101459551
5798,0.0001438183101459551
4743,0.0001438183101459551
1214,0.0001438183101459551
4208,0.0001438183101459551
4509,0.0001438183101459551
5085,0.0001438183101459551
796,0.0001438183101459551
326,0.0001438183101459551
7269,0.0001438183101459551
877,0.0001438183101459551
2998,0.0001438183101459551
7766,0.0001438183101459551
1362,0.0001438183101459551
1158,0.0001438183101459551
865,0.0001438183101459551
172,0.0001438183101459551
4649,0.0001438183101459551
2270,0.0001438183101459551
4825,0.0001438183101459551
7454,0.0001438183101459551
5985,0.0001438183101459551
4416,0.0001438183101459551
3254,0.0001438183101459551
373,0.0001438183101459551
3699,0.0001438183101459551
3936,0.0001438183101459551
3477,0.0001438183101459551
4534,0.0001438183101459551
1347,0.0001438183101459551
4377,0.0001438183101459551
4530,0.0001438183101459551
381,0.0001438183101459551
5520,0.0001438183101459551
748,0.0001438183101459551
4992,0.0001438183101459551
7276,0.0001438183101459551
4702,0.0001438183101459551
7298,0.0001438183101459551
5513,0.0001438183101459551
5112,0.0001438183101459551
4898,0.0001438183101459551
1320,0.0001438183101459551
259,0.0001438183101459551
7056,0.0001438183101459551
3946,0.0001438183101459551
4620,0.0001438183101459551
6235,0.0001438183101459551
3139,0.0001438183101459551
739,0.0001438183101459551
3434,0.0001438183101459551
162,0.0001438183101459551
1734,0.0001438183101459551
7232,0.0001438183101459551
5743,0.0001438183101459551
2023,0.0001438183101459551
6142,0.0001438183101459551
3704,0.0001438183101459551
6744,0.0001438183101459551
2989,0.0001438183101459551
4827,0.0001438183101459551
118,0.0001438183101459551
1217,0.0001438183101459551
3766,0.0001438183101459551
3386,0.0001438183101459551
1162,0.0001438183101459551
2871,0.0001438183101459551
665,0.0001438183101459551
2663,0.0001438183101459551
2309,0.0001438183101459551
3971,0.0001438183101459551
6713,0.0001438183101459551
6866,0.0001438183101459551
387,0.0001438183101459551
7194,0.0001438183101459551
2685,0.0001438183101459551
1989,0.0001438183101459551
655,0.0001438183101459551
2241,0.0001438183101459551
6017,0.0001438183101459551
309,0.0001438183101459551
3112,0.0001438183101459551
6492,0.0001438183101459551
5224,0.0001438183101459551
7610,0.0001438183101459551
1461,0.0001438183101459551
518,0.0001438183101459551
958,0.0001438183101459551
881,0.0001438183101459551
5821,0.0001438183101459551
6401,0.0001438183101459551
1548,0.0001438183101459551
4169,0.0001438183101459551
2601,0.0001438183101459551
4386,0.0001438183101459551
825,0.0001438183101459551
4638,0.0001438183101459551
2298,0.0001438183101459551
3478,0.0001438183101459551
2854,0.0001438183101459551
6878,0.0001438183101459551
2507,0.0001438183101459551
3535,0.0001438183101459551
2950,0.0001438183101459551
2976,0.0001438183101459551
127,0.0001438183101459551
4360,0.0001438183101459551
3568,0.0001438183101459551
7078,0.0001438183101459551
6790,0.0001438183101459551
1175,0.0001438183101459551
647,0.0001438183101459551
5670,0.0001438183101459551
2326,0.0001438183101459551
3135,0.0001438183101459551
6774,0.0001438183101459551
1450,0.0001438183101459551
6003,0.0001438183101459551
2535,0.0001438183101459551
2745,0.0001438183101459551
6073,0.0001438183101459551
6909,0.0001438183101459551
120,0.0001438183101459551
5808,0.0001438183101459551
4324,0.0001438183101459551
4270,0.0001438183101459551
6087,0.0001438183101459551
7656,0.0001438183101459551
3937,0.0001438183101459551
1912,0.0001438183101459551
1366,0.0001438183101459551
362,0.0001438183101459551
5412,0.0001438183101459551
7368,0.0001438183101459551
5852,0.0001438183101459551
2674,0.0001438183101459551
7394,0.0001438183101459551
63,0.0001438183101459551
5111,0.0001438183101459551
3159,0.0001438183101459551
861,0.0001438183101459551
2082,0.0001438183101459551
6561,0.0001438183101459551
5335,0.0001438183101459551
1031,0.0001438183101459551
6013,0.0001438183101459551
3789,0.0001438183101459551
3000,0.0001438183101459551
2581,0.0001438183101459551
4300,0.0001438183101459551
3771,0.0001438183101459551
186,0.0001438183101459551
4047,0.0001438183101459551
6563,0.0001438183101459551
542,0.0001438183101459551
4340,0.0001438183101459551
5961,0.0001438183101459551
4541,0.0001438183101459551
944,0.0001438183101459551
5646,0.0001438183101459551
6528,0.0001438183101459551
4003,0.0001438183101459551
2065,0.0001438183101459551
3184,0.0001438183101459551
5400,0.0001438183101459551
3735,0.0001438183101459551
811,0.0001438183101459551
329,0.0001438183101459551
1227,0.0001438183101459551
4603,0.0001438183101459551
6946,0.0001438183101459551
7327,0.0001438183101459551
6822,0.0001438183101459551
5164,0.0001438183101459551
5893,0.0001438183101459551
6480,0.0001438183101459551
185,0.0001438183101459551
1780,0.0001438183101459551
1253,0.0001438183101459551
6056,0.0001438183101459551
7626,0.0001438183101459551
1584,0.0001438183101459551
7195,0.0001438183101459551
4892,0.0001438183101459551
142,0.0001438183101459551
177,0.0001438183101459551
4964,0.0001438183101459551
3649,0.0001438183101459551
1647,0.0001438183101459551
3220,0.0001438183101459551
5682,0.0001438183101459551
6407,0.0001438183101459551
7273,0.0001438183101459551
791,0.0001438183101459551
4316,0.0001438183101459551
4858,0.0001438183101459551
5496,0.0001438183101459551
4088,0.0001438183101459551
556,0.0001438183101459551
5398,0.0001438183101459551
201,0.0001438183101459551
3731,0.0001438183101459551
5730,0.0001438183101459551
6568,0.0001438183101459551
4751,0.0001438183101459551
1218,0.0001438183101459551
1615,0.0001438183101459551
2201,0.0001438183101459551
3717,0.0001438183101459551
3585,0.0001438183101459551
6456,0.0001438183101459551
578,0.0001438183101459551
3646,0.0001438183101459551
7609,0.0001438183101459551
2012,0.0001438183101459551
